trace_id,feature,kind,requirement_id,requirement,spec_path,api,implementation,tests,ci_evidence,classification,notes
013-FR-018,013,FR,FR-018,System MUST provide deterministic text debug output for both successful and failed graph compilation.,specs/013-render-graph-foundation/spec.md:143,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-FR-019,013,FR,FR-019,"System MUST provide test coverage for graph declaration, dependency ordering, cycle rejection, virtual resource lifetime tracking, aliasing eligibility, transition planning, culling, execution ordering, execution failure, debug dump output, reset, and invalidation.",specs/013-render-graph-foundation/spec.md:144,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-FR-020,013,FR,FR-020,"System MUST preserve existing Core, RHI, and Vulkan backend test outcomes while adding render graph coverage.",specs/013-render-graph-foundation/spec.md:145,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-FR-021,013,FR,FR-021,"System MUST keep material systems, shader permutation management, concrete forward/deferred render passes, scene graph integration, visible swapchain presentation, and triangle demo application flow outside this feature's delivered scope.",specs/013-render-graph-foundation/spec.md:146,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-SC-001,013,SC,SC-001,"A developer can declare, compile, inspect, and execute a representative graph containing at least five passes, four virtual resources, one imported resource, one exported output, and both graphics and compute pass kinds in under 60 seconds using the project verification flow.",specs/013-render-graph-foundation/spec.md:165,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-SC-002,013,SC,SC-002,"Graph compilation rejects 100% of covered cyclic dependency, read-before-write, invalid imported write, incompatible usage, missing output, and execution-before-compile cases without crashes or partially executable schedules.",specs/013-render-graph-foundation/spec.md:166,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-SC-003,013,SC,SC-003,"Compiled schedules are deterministic across at least 20 repeated compilations of the same graph, including pass order, culling decisions, lifetimes, aliasing decisions, transition plans, and debug output.",specs/013-render-graph-foundation/spec.md:167,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-SC-004,013,SC,SC-004,"Resource lifetime tracking covers at least one success and one negative path each for transient resources, imported resources, exported resources, side-effect-preserving passes, and reset or invalidation behavior.",specs/013-render-graph-foundation/spec.md:168,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-SC-005,013,SC,SC-005,"Aliasing eligibility covers at least one success path for compatible non-overlapping transient resources and negative paths for overlapping lifetimes, incompatible descriptions, imported resources, exported external ownership, and explicit no-alias policy, while execution validation confirms eligible resources still receive separate backing storage in this phase.",specs/013-render-graph-foundation/spec.md:169,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-SC-006,013,SC,SC-006,"Transition planning and execution covers at least one success path and one redundant-transition-elision path each for read-after-write, write-after-read, write-after-write, graphics-to-compute, and compute-to-graphics resource usage, with emitted transition records matching the compiled plan.",specs/013-render-graph-foundation/spec.md:170,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-SC-007,013,SC,SC-007,Pass culling removes unused branches from at least one representative graph while preserving explicitly marked side-effect passes and all passes required to produce requested outputs.,specs/013-render-graph-foundation/spec.md:171,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-SC-007a,013,SC,SC-007a,Graph validation covers at least one rejected zero-output graph with no side-effect-preserving pass and at least one accepted zero-output graph containing side-effect-preserving work.,specs/013-render-graph-foundation/spec.md:172,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-SC-008,013,SC,SC-008,"Execution ordering through a mock RHI command context matches the compiled schedule for 100% of covered valid graphs, transient resource resolution and imported resource validation are covered, and pass failure reports include the failing pass name and index.",specs/013-render-graph-foundation/spec.md:173,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-SC-009,013,SC,SC-009,"Existing Core, RHI, and Vulkan backend tests continue to pass after render graph foundation support is added.",specs/013-render-graph-foundation/spec.md:174,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
013-SC-010,013,SC,SC-010,"Renderer-facing code can use the graph without depending on backend-specific runtime details, and headless tests can validate graph behavior without a physical graphics device.",specs/013-render-graph-foundation/spec.md:175,Source/Renderer/Public/Renderer/FRenderGraph*.h,Source/Renderer/Private/FRenderGraph*.cpp,Tests/RendererRenderGraphTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for render graph declaration, compilation, diagnostics, execution, and dumps."
014-FR-001,014,FR,FR-001,"System MUST allow developers to define materials with a shader reference, material domain, blend mode, render behavior summary, and typed parameter collection.",specs/014-material-shader-system/spec.md:108,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-002,014,FR,FR-002,"System MUST support material domains for surface, post-process, UI, and decal use cases.",specs/014-material-shader-system/spec.md:109,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-003,014,FR,FR-003,"System MUST support blend behavior categories for opaque, translucent, additive, and masked use cases.",specs/014-material-shader-system/spec.md:110,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-004,014,FR,FR-004,"System MUST support typed material parameters for scalar values, vector values, color-like values, and abstract Renderer-level texture/resource references.",specs/014-material-shader-system/spec.md:111,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-005,014,FR,FR-005,System MUST reject duplicate parameter names within a material definition.,specs/014-material-shader-system/spec.md:112,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-006,014,FR,FR-006,"System MUST validate that each material's domain, blend mode, shader reference, and required parameters form a supported combination.",specs/014-material-shader-system/spec.md:113,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-007,014,FR,FR-007,System MUST allow material instances to reference either a base material or another material instance and override selected parameters.,specs/014-material-shader-system/spec.md:114,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-008,014,FR,FR-008,System MUST resolve effective material instance parameters by walking the parent chain and applying the nearest override for each parameter.,specs/014-material-shader-system/spec.md:115,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-009,014,FR,FR-009,System MUST reject material instance overrides for parameters not defined by the root material.,specs/014-material-shader-system/spec.md:116,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-010,014,FR,FR-010,System MUST reject material instance overrides whose value type does not match the parent parameter type.,specs/014-material-shader-system/spec.md:117,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-011,014,FR,FR-011,"System MUST maintain a shader library that records explicitly registered precompiled shader identities, allowed permutation flags, available variants, required parameter expectations, and human-readable diagnostics.",specs/014-material-shader-system/spec.md:118,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-012,014,FR,FR-012,System MUST represent shader permutations as deterministic feature-flag sets so equivalent requests resolve to the same identity regardless of input order.,specs/014-material-shader-system/spec.md:119,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-013,014,FR,FR-013,System MUST select a shader variant for a material when all requested permutation flags and shader requirements are available.,specs/014-material-shader-system/spec.md:120,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-014,014,FR,FR-014,"System MUST reject shader selection when the requested shader, requested permutation, or requested permutation flag is unavailable, including a diagnostic that identifies the requested shader and permutation.",specs/014-material-shader-system/spec.md:121,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-015,014,FR,FR-015,System MUST expose material and material-instance resource requirements in a stable form suitable for render graph pass declaration.,specs/014-material-shader-system/spec.md:122,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-016,014,FR,FR-016,System MUST NOT require material parameters to hold live rendering resources or graph-local handles; resource references MUST remain stable until resolved by later render graph or pipeline code.,specs/014-material-shader-system/spec.md:123,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-017,014,FR,FR-017,System MUST detect and reject material instance inheritance cycles with diagnostics that identify the cycle participants.,specs/014-material-shader-system/spec.md:124,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-018,014,FR,FR-018,System MUST validate requested permutation flags against the target shader record before selecting a shader variant.,specs/014-material-shader-system/spec.md:125,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-019,014,FR,FR-019,"System MUST provide deterministic human-readable text dumps for materials, instances, shader library records, permutation selections, validation failures, diagnostics, and resource requirements.",specs/014-material-shader-system/spec.md:126,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-020,014,FR,FR-020,"System MUST keep inspection dump ordering stable for unchanged material, instance, shader record, and diagnostic inputs.",specs/014-material-shader-system/spec.md:127,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-021,014,FR,FR-021,System MUST support clearing or invalidating material and shader records so stale objects cannot be accidentally treated as valid.,specs/014-material-shader-system/spec.md:128,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-FR-022,014,FR,FR-022,"System MUST include tests for valid material definitions, invalid combinations, instance inheritance, inheritance cycles, override failures, shader variant selection, missing variants, unknown permutation flags, render graph resource declarations, deterministic text dumps, and reset/invalidation behavior.",specs/014-material-shader-system/spec.md:129,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-SC-001,014,SC,SC-001,Developers can define and validate at least 8 representative materials covering all supported domains and blend behaviors in the project test workflow.,specs/014-material-shader-system/spec.md:146,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-SC-002,014,SC,SC-002,"At least 95% of invalid material, instance, or shader selection cases in the test suite produce diagnostics that identify the failing material or shader request.",specs/014-material-shader-system/spec.md:147,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-SC-003,014,SC,SC-003,Equivalent shader permutation requests produce identical selected variant identities across at least 20 repeated resolutions.,specs/014-material-shader-system/spec.md:148,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-SC-004,014,SC,SC-004,"A representative material instance set with at least 5 parent materials, 10 instances, 4 parameter types, and 3 shader permutations can be validated, inspected, and resource-summarized in under 60 seconds through the project verification workflow.",specs/014-material-shader-system/spec.md:149,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-SC-005,014,SC,SC-005,Material resource requirement summaries can be used to declare a render graph pass in a headless test without requiring visible presentation.,specs/014-material-shader-system/spec.md:150,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
014-SC-006,014,SC,SC-006,Repeated text dump inspection of the same material library produces byte-identical output across at least 20 runs.,specs/014-material-shader-system/spec.md:151,"Source/Renderer/Public/Renderer/{FMaterial,FMaterialInstance,FMaterialParameterSet,FMaterialShaderBinding,FMaterialResourceRequirement,FShaderLibrary,FShaderPermutation,FMaterialDiagnostics}.h",Source/Renderer/Private/FMaterial*.cpp; Source/Renderer/Private/FShader*.cpp,Tests/RendererMaterialShaderTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for material, shader record, permutation, binding, diagnostics, and resource requirement behavior."
015-FR-001,015,FR,FR-001,"System MUST prepare a deterministic forward frame plan and render graph-compatible pass/resource declarations for a view, output target, scene draw inputs, material bindings, and light inputs.",specs/015-forward-rendering-pipeline/spec.md:91,Source/Renderer/Public/Renderer/FForward*.h; Source/Renderer/Public/Renderer/FMeshDrawCommand.h,Source/Renderer/Private/FForward*.cpp; Source/Renderer/Private/FMeshDrawCommand.cpp,Tests/RendererForwardPipelineTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for forward planning, light selection, draw sorting, diagnostics, and render-graph declaration."
015-FR-002,015,FR,FR-002,System MUST include a depth preparation stage that runs before opaque geometry lighting whenever opaque geometry is present.,specs/015-forward-rendering-pipeline/spec.md:92,Source/Renderer/Public/Renderer/FForward*.h; Source/Renderer/Public/Renderer/FMeshDrawCommand.h,Source/Renderer/Private/FForward*.cpp; Source/Renderer/Private/FMeshDrawCommand.cpp,Tests/RendererForwardPipelineTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for forward planning, light selection, draw sorting, diagnostics, and render-graph declaration."
